decision_id,authority,priority,scope,family,decision,supersedes,status,source,implementation_status,future_work_rule
OWNER-20260910-003,CURRENT_DIRECT_OWNER_2026_09_10,P0,W02_LIBRARY_EDITOR,ACCEPTED_BLUEPRINT_SCOPE,The Library Editor v1.2.17 executable blueprint is the only currently accepted executable design reference among the discussed surface blueprints; reuse its compatible mechanics directly.,Any inference that latest Visualize/W03/other blueprint candidate is equally accepted.,CURRENT,Owner direct instruction in current conversation,NORMATIVE_INPUT_NOT_YET_FOUNDATION_IMPLEMENTED,HARD_INTAKE_RULE
OWNER-20260910-004,CURRENT_DIRECT_OWNER_2026_09_10,P0,ALL_OTHER_BLUEPRINTS,CANDIDATE_NOT_AUTHORITY,"Visualize, W03 and other non-Library blueprints/candidates are value/proposal/evidence sources only until explicit future Owner/Controller design adjudication. Mine current Owner requests and useful mechanics; do not inherit the whole blueprint as authority.",Latest-file-equals-authority behavior.,CURRENT,Owner direct instruction in current conversation,NORMATIVE_INPUT_NOT_YET_FOUNDATION_IMPLEMENTED,HARD_INTAKE_RULE
OWNER-20260910-005,CURRENT_DIRECT_OWNER_2026_09_10,P0,ALL_SURFACES,FOUNDATION_REUSE_FIRST,"The new foundation must maximize executable reusable structure across all 23 surfaces: global cores, surface-family engines and thin domain adapters. Never build a generic mechanic independently for one surface when it can be shared.",Surface-local duplicated shell/pane/editor/spatial/action/settings engines.,CURRENT,Owner direct instruction in current conversation,NORMATIVE_INPUT_NOT_YET_FOUNDATION_IMPLEMENTED,HARD_INTAKE_RULE
OWNER-20260910-006,CURRENT_DIRECT_OWNER_2026_09_10,P0,EDITOR_AND_COMPATIBLE_SURFACES,EDITOR_ENGINE_REUSE,Accepted Library editor mechanics should become reusable executable editor/structured-content primitives so Learn and every compatible authoring surface can inherit them rather than reimplement them.,Library-only editor implementation.,CURRENT,Owner direct instruction in current conversation,NORMATIVE_INPUT_NOT_YET_FOUNDATION_IMPLEMENTED,HARD_INTAKE_RULE
OWNER-20260910-007,CURRENT_DIRECT_OWNER_2026_09_10,P0,VISUALIZE_AND_SPATIAL_CONSUMERS,SPATIAL_ENGINE_REUSE,"Visualize/spatial mechanics should be factored as a reusable spatial engine with domain adapters so Visualize and every compatible W03/other surface benefit from one implementation. Candidate Visualize/W03 designs may supply needs, but are not final design authority.",Separate spatial input/layout engines per surface.,CURRENT,Owner direct instruction in current conversation,NORMATIVE_INPUT_NOT_YET_FOUNDATION_IMPLEMENTED,HARD_INTAKE_RULE
OWNER-20260910-008,CURRENT_DIRECT_OWNER_2026_09_10,P0,FUTURE_WORK,AUTHORITY_INTAKE_HARDENING,"Future Work must consume the canonical authority/supersession registry before raw candidates. Historical framework-specific target files, classes, routes and stack paths are not authority for the new foundation unless freshly adjudicated.",Big Boss/Laravel/Vue physical target paths treated as current architecture law.,CURRENT,Owner direct instruction in current conversation,NORMATIVE_INPUT_NOT_YET_FOUNDATION_IMPLEMENTED,HARD_INTAKE_RULE
OWNER-20260910-009,CURRENT_DIRECT_OWNER_2026_09_10,P1,ACCEPTED_LIBRARY,MICRO_SUPERSESSION_ALLOWED,"Accepted Library remains the primary donor, but newer Owner interaction corrections such as broader dismissal/Escape behavior supersede the donor only at the exact affected mechanic while preserving the rest of its accepted value.",Whole-donor rejection because of a small corrected interaction.,CURRENT,Owner direct instruction in current conversation,NORMATIVE_INPUT_NOT_YET_FOUNDATION_IMPLEMENTED,HARD_INTAKE_RULE
CTRL-GOV-001,CURRENT_CONTROLLER_DECISION,,ALL_CONTROLLERS,CONTROL_METHOD,Every Controller must read Controller OS at startup,,ACTIVE,CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,CONTROL_DECISION_NOT_PRODUCT_ACCEPTANCE,APPLY_IF_NOT_SUPERSEDED_BY_CURRENT_OWNER
CTRL-GOV-002,CURRENT_CONTROLLER_DECISION,,ALL,COMPLETENESS_MODEL,"Report requirement coverage, source implementation, runtime evidence, and Owner acceptance separately",,ACTIVE,CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,CONTROL_DECISION_NOT_PRODUCT_ACCEPTANCE,APPLY_IF_NOT_SUPERSEDED_BY_CURRENT_OWNER
CTRL-GOV-003,CURRENT_CONTROLLER_DECISION,,ALL_USER_FACING,INTERACTION_ASSURANCE,Interactive closure requires before/action/after + negative stale-state proof,,ACTIVE,CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,CONTROL_DECISION_NOT_PRODUCT_ACCEPTANCE,APPLY_IF_NOT_SUPERSEDED_BY_CURRENT_OWNER
CTRL-GOV-004,CURRENT_CONTROLLER_DECISION,,ALL,SOURCE_AUTHORITY,Direct source/donor required where detailed behavior or ownership is being decided,,ACTIVE,CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,CONTROL_DECISION_NOT_PRODUCT_ACCEPTANCE,APPLY_IF_NOT_SUPERSEDED_BY_CURRENT_OWNER
CTRL-GOV-005,CURRENT_CONTROLLER_DECISION,,ALL_HIGH_VALUE_PROPOSALS,PROPOSAL_ZERO_LOSS,High-value proposals require explicit current reconciliation denominator before design closure,,ACTIVE,CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,CONTROL_DECISION_NOT_PRODUCT_ACCEPTANCE,APPLY_IF_NOT_SUPERSEDED_BY_CURRENT_OWNER
CTRL-GOV-006,CURRENT_CONTROLLER_DECISION,,ALL_PRODUCTION_MAPPING,BRANCH_TRUTH,Fresh GitHub branch/SHA truth required before Production mapping; main is not default by assumption,,ACTIVE,CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,CONTROL_DECISION_NOT_PRODUCT_ACCEPTANCE,APPLY_IF_NOT_SUPERSEDED_BY_CURRENT_OWNER
CTRL-GOV-007,CURRENT_CONTROLLER_DECISION,,ALL_FINAL_ASSURANCE,RUNTIME_STRATEGY,Use final runtime/Colab after safely resolvable source/contracts are exhausted,,ACTIVE,CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,CONTROL_DECISION_NOT_PRODUCT_ACCEPTANCE,APPLY_IF_NOT_SUPERSEDED_BY_CURRENT_OWNER
CTRL-W03-001,CURRENT_CONTROLLER_DECISION,,W03,W03_PROPOSAL_RECONCILIATION,W03 v3.3.1 cannot reach Design Adjudication until original 69-section (0–68) world-class proposal is directly reconciled against current Blueprint and stronger models,,ACTIVE,CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,CONTROL_DECISION_NOT_PRODUCT_ACCEPTANCE,APPLY_IF_NOT_SUPERSEDED_BY_CURRENT_OWNER
CTRL-W03-002,CURRENT_CONTROLLER_DECISION,,W03_WRITER_A,W03_PACKET_SUPERSESSION,Writer-A Owner Direct Review packet v1.1 supersedes v1.0 for new execution intake; same v3.3.1 baseline preserved,,ACTIVE,CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,CONTROL_DECISION_NOT_PRODUCT_ACCEPTANCE,APPLY_IF_NOT_SUPERSEDED_BY_CURRENT_OWNER
CTRL-W01W02-003,CURRENT_CONTROLLER_DECISION,,W01_W02,PRE_COLAB_SOURCE_EXHAUSTION,Writer-B v1.1.5 source exhaustion is not confirmed until stale V4 denial UI in BlockContextMenu is removed and independently rechecked,,SUPERSEDED_BY_CTRL-W01W02-004,CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,CONTROL_DECISION_NOT_PRODUCT_ACCEPTANCE,APPLY_IF_NOT_SUPERSEDED_BY_CURRENT_OWNER
CTRL-W01W02-004,CURRENT_CONTROLLER_DECISION,,W01_W02,PRE_COLAB_SOURCE_EXHAUSTION,Controller-executed v1.1.5.1 closes W12-CTRL-001; no further safely-resolvable W01/W02 source gap was found in the bounded recheck; final Colab runtime/DB/browser evidence is now authorized on this exact candidate.,,ACTIVE,CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,CONTROL_DECISION_NOT_PRODUCT_ACCEPTANCE,APPLY_IF_NOT_SUPERSEDED_BY_CURRENT_OWNER
INV-CONF-001,CANONICALIZATION_FINDING,P0_CONTROL_INTEGRITY,PORTFOLIO_OR_NAMED_SCOPE,REGISTER_ID_COLLISION,Assign unique IDs / preserve both provenance rows; current Controller must not infer state by CK-024 alone.,CEP_CONTROLLER_ZERO_LOSS_KNOWLEDGE_REGISTER_v1.0.json,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-002,CANONICALIZATION_FINDING,P1,PORTFOLIO_OR_NAMED_SCOPE,STALE_MANIFEST_REFERENCE,Manifest needs successor pointer/update; do not delete old handoffs.,CEP_CONTROLLER_OPERATING_SYSTEM_MANIFEST_v1.0.md,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-003,CANONICALIZATION_FINDING,P1,PORTFOLIO_OR_NAMED_SCOPE,COLOCATED_CURRENT_VERSION_AMBIGUITY,Treat pointer+v1.10 manifest as resolver; later canonicalization should move superseded current-folder versions or attach explicit superseded markers.,00_CURRENT_CONTROL,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-004,CANONICALIZATION_FINDING,P1,PORTFOLIO_OR_NAMED_SCOPE,COLOCATED_CURRENT_VERSION_AMBIGUITY,"Same as above: retrieval must follow exact pointer, never newest-looking filename alone.",00_CURRENT_CONTROL,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-005,CANONICALIZATION_FINDING,P0_DESIGN,PORTFOLIO_OR_NAMED_SCOPE,OWNER_NORMATIVE_SUPERSESSION,"Preserve donor mixed-script/Bidi mechanics and Arabic profile, but do not hard-code Arabic-first as product law.","Older Arabic-first / fixed RTL formulations, including accepted donor presentation profile",CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-006,CANONICALIZATION_FINDING,P0_LEARN,PORTFOLIO_OR_NAMED_SCOPE,OWNER_NORMATIVE_SUPERSESSION,Mark old categorical restriction SUPERSEDED; re-run Learn inheritance census from current Owner intent.,Older Learn restriction: CENTER authoring ban / main editor NOT_APPLICABLE,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-007,CANONICALIZATION_FINDING,P1_INTERACTION,PORTFOLIO_OR_NAMED_SCOPE,DONOR_PRESERVE_PLUS_IMPROVE,Keep accepted visual/layout/command mechanics; improve dismissal routes without creating a second command owner.,Accepted Library Command Palette / historical dismissal behavior,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-008,CANONICALIZATION_FINDING,P0_W03,PORTFOLIO_OR_NAMED_SCOPE,CANDIDATE_NOT_AUTHORITY,Mine value and evidence only; never use latest W03 blueprint as final product authority.,W03 v3.3/v3.3.1/v3.4 blueprint candidates,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-009,CANONICALIZATION_FINDING,P1_W03,PORTFOLIO_OR_NAMED_SCOPE,PROPOSAL_NOT_AUTHORITY,Preserve professional needs through explicit disposition: exact / stronger equivalent / adapted / justified N/A / open missing.,69-section W03 world-class proposal,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-010,CANONICALIZATION_FINDING,P0_METHOD,PORTFOLIO_OR_NAMED_SCOPE,TRACEABILITY_NON_COLLAPSE,"Future Foundation/Writer Factory must keep requirement, implementation, interaction, visual, runtime and Owner acceptance dimensions separate.",ZERO_ORPHAN / source-handled / static PASS artifacts,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-011,CANONICALIZATION_FINDING,P0_DESIGN,PORTFOLIO_OR_NAMED_SCOPE,SHELL_AUTHORITY_REOPENED,Reopen Shell visual/navigation architecture; do not discard navigation/context-preservation mechanics.,Older AppShell/W02Nav reuse-as-is mappings,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-012,CANONICALIZATION_FINDING,P0_ARCHITECTURE,PORTFOLIO_OR_NAMED_SCOPE,PROJECT_IDENTITY_SUPERSESSION,Do not admit backend/security/deployment complexity unless a concrete functional capability proves need.,Historical web-production assumptions (login/auth/deployment/security ceremony),CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-013,CANONICALIZATION_FINDING,P0_DESIGN,PORTFOLIO_OR_NAMED_SCOPE,CUSTOMIZATION_GENERALIZATION,Foundation must separate safe defaults from Owner preferences/effective responsive state and expose reset/import/export where useful.,Fixed defaults scattered across historical blueprints/preferences,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
INV-CONF-014,CANONICALIZATION_FINDING,P1_ARCHITECTURE,PORTFOLIO_OR_NAMED_SCOPE,DUPLICATION_EXPECTED_VS_DANGEROUS,Archive duplication is provenance; active behavioral duplication inside one candidate is defect. Future Foundation requires one state/command/event owner per generic family.,887 exact recursive text-duplicate groups,CANONICALIZATION_REQUIRED,CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,READ_ONLY_NORMALIZATION_FINDING,DO_NOT_ALLOW_OLD_AND_CURRENT_ROWS_TO_COMPETE
CANON-015,CANONICALIZATION_FINDING_FROM_CURRENT_SOURCES_AND_OWNER_INTENT,P0_ARCHITECTURE,PORTFOLIO_OR_APPLICABLE,STACK_PATH_SUPERSESSION,"Preserve conceptual owners/contracts, but physical Vue/Laravel/Inertia/Tailwind target paths are not current foundation authority after stack reconsideration.",Big Boss ADR-S09 and resources/js/*.ts Laravel/Vue target_component paths,CURRENT_CANONICALIZATION_RULE,Control Center + current Owner instructions,READ_ONLY_NORMALIZATION_FINDING,Treat physical destination as UNRESOLVED until Proof-of-Fit/final stack adjudication.
CANON-016,CANONICALIZATION_FINDING_FROM_CURRENT_SOURCES_AND_OWNER_INTENT,P0_ARCHITECTURE,PORTFOLIO_OR_APPLICABLE,AUTH_AND_SAAS_ASSUMPTION_SUPERSESSION,"CEP is personal/local/single-owner. Do not import team accounts, SaaS tenancy, role/organization switching or login ceremony unless a concrete capability later proves need.",Historical shell/auth/server wording,CURRENT_CANONICALIZATION_RULE,Control Center + current Owner instructions,READ_ONLY_NORMALIZATION_FINDING,Preserve real authorization/provider boundaries only where a local privileged operation actually requires them.
CANON-017,CANONICALIZATION_FINDING_FROM_CURRENT_SOURCES_AND_OWNER_INTENT,P0_DESIGN,PORTFOLIO_OR_APPLICABLE,THEME_DEFAULT_NOT_LAW,"Deep Neutral/notion-dark may remain a high-quality preset and accepted-donor lineage option, not a globally forced theme.",W03 Deep Neutral / notion-dark adjudication,CURRENT_CANONICALIZATION_RULE,Control Center + current Owner instructions,READ_ONLY_NORMALIZATION_FINDING,Theme belongs to one global preference owner with safe default + Owner override.
CANON-018,CANONICALIZATION_FINDING_FROM_CURRENT_SOURCES_AND_OWNER_INTENT,P0_DESIGN,PORTFOLIO_OR_APPLICABLE,TOOLBAR_LAYOUT_DEFAULT_NOT_LAW,Preserve accepted composition grammar and center-dominance constraints while making eligible placement/order/visibility customizable.,Fixed toolbar/banner/pane placements in historical candidates,CURRENT_CANONICALIZATION_RULE,Control Center + current Owner instructions,READ_ONLY_NORMALIZATION_FINDING,Never confuse preferred layout with effective responsive layout or domain truth.
CANON-019,CANONICALIZATION_FINDING_FROM_CURRENT_SOURCES_AND_OWNER_INTENT,P0_EVIDENCE,PORTFOLIO_OR_APPLICABLE,W03_V3_4_WRITER_PASS_NOT_ACCEPTANCE,"Writer evidence is useful implementation/proposal evidence, but independent Controller interaction review and Owner/Controller design adjudication were not performed.",W03 v3.4 PASS_BY_WRITER_EVIDENCE rows,CURRENT_CANONICALIZATION_RULE,Control Center + current Owner instructions,READ_ONLY_NORMALIZATION_FINDING,Mine exact corrected mechanics; keep acceptance NOT_PERFORMED.
