item_path,line,level,title
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_WRITER_B_V1_1_1_REVIEW_HARDENED_HANDOFF_AR.md,1,1,CEP — W01 + W02 Production Correction Writer — Writer-B v1.1.1 Review-Hardened
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_WRITER_B_V1_1_1_REVIEW_HARDENED_HANDOFF_AR.md,3,2,التصنيف
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_WRITER_B_V1_1_1_REVIEW_HARDENED_HANDOFF_AR.md,9,2,الهوية والتحقق من السلالة
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_WRITER_B_V1_1_1_REVIEW_HARDENED_HANDOFF_AR.md,20,2,C001–C032
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_WRITER_B_V1_1_1_REVIEW_HARDENED_HANDOFF_AR.md,39,2,Blueprint → Production Traceability Factory v1.1.1
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_WRITER_B_V1_1_1_REVIEW_HARDENED_HANDOFF_AR.md,65,2,ZERO_ORPHAN_PRODUCTION_TRACEABILITY_GATE
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_WRITER_B_V1_1_1_REVIEW_HARDENED_HANDOFF_AR.md,81,2,التحقق المنفذ فعليًا
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_WRITER_B_V1_1_1_REVIEW_HARDENED_HANDOFF_AR.md,107,2,Stop condition
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_ZERO_ORPHAN_PRODUCTION_TRACEABILITY_GATE_v1.1.1.md,1,1,CEP W01/W02 — ZERO_ORPHAN_PRODUCTION_TRACEABILITY_GATE v1.1.1
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_ZERO_ORPHAN_PRODUCTION_TRACEABILITY_GATE_v1.1.1.md,9,2,Verdict counts
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_ZERO_ORPHAN_PRODUCTION_TRACEABILITY_GATE_v1.1.1.md,18,2,Unresolved destination rows
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.1_WRITER_B_REVIEW_HARDENED_TRACEABILITY_GATED_RESULT.zip::evidence_v1.1.1/CEP_W01_W02_ZERO_ORPHAN_PRODUCTION_TRACEABILITY_GATE_v1.1.1.md,30,2,Consequence
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::README_WRITER_B_V1_1_4_AR.md,1,1,CEP W01/W02 — Writer-B v1.1.4 Final Closure Hardened
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/AGENTS.md,1,1,AGENTS.md — CEP Repository Governance
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/AGENTS.md,6,2,Authority and truth ownership
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/AGENTS.md,13,2,Writer contract
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/AGENTS.md,31,2,Repository safety
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/AGENTS.md,39,2,Architecture and database validation
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/AGENTS.md,47,2,Controller and Jules infrastructure
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/AGENTS.md,60,2,ChatGPT Work handoff and trusted publication
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/AGENTS.md,77,2,Jules Google Drive bootstrap
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/AGENTS.md,93,2,Stop rule
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/CONTRIBUTING.md,1,1,Contributing
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/README.md,1,1,Cybersecurity Learning and Operations Simulation Platform
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/README.md,5,2,Local start
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/README.md,12,1,replace the local PostgreSQL placeholders in .env
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/README.md,20,2,Gates
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/README.md,24,2,Status
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/SECURITY.md,1,1,Security policy
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/design-prototypes/task004/README.md,1,1,Task 004 UX Design Proof
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/design-prototypes/task004/RENDERING_REPORT.md,1,1,Task 004 Design-Proof Rendering Report
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/design-prototypes/task004/RENDERING_REPORT.md,8,2,Rendering outcome
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/design-prototypes/task004/RENDERING_REPORT.md,19,2,Screenshot inventory
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/design-prototypes/task004/RENDERING_REPORT.md,36,2,Browser and console findings
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/design-prototypes/task004/RENDERING_REPORT.md,44,2,Responsive findings
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/design-prototypes/task004/RENDERING_REPORT.md,51,2,RTL/LTR findings
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/design-prototypes/task004/RENDERING_REPORT.md,57,2,Keyboard and accessibility observations
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/design-prototypes/task004/RENDERING_REPORT.md,64,2,Known limitations
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/design-prototypes/task004/screens/ROUTES.md,1,1,Prototype screen routes
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,1,1,Architecture Baseline v1 Candidate
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,5,2,Architectural style
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,21,2,Preferred technology stack
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,33,2,Module dependency direction
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,37,2,Persistence and concurrency
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,41,2,Trust boundaries
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,50,2,Operational model
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,54,2,Quality attributes
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,43,1,"1. Browser/session boundary: authenticated owner, CSRF/session protection, safe output encoding."
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,44,1,2. Import boundary: untrusted files/packages enter quarantine and never execute.
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,45,1,3. Manual AI boundary: export is an explicit confidentiality decision; imported data is untrusted.
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,46,1,4. Simulation boundary: commands/actions are interpreted by deterministic rules and cannot reach host execution.
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,47,1,5. Persistence/blob boundary: metadata and digest bind database records to local blobs.
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ARCHITECTURE_BASELINE_V1_CANDIDATE.md,48,1,"6. Backup/restore boundary: encrypted or access-restricted package, manifest verification, isolated staging."
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/CONTENT_AND_REVISION_MODEL.md,1,1,Content and Revision Model
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/CONTENT_AND_REVISION_MODEL.md,3,2,Layers and publication
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/CONTENT_AND_REVISION_MODEL.md,7,2,Block envelope
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/CONTENT_AND_REVISION_MODEL.md,36,2,Rendering and bidi
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/CONTENT_AND_REVISION_MODEL.md,40,2,Revision comparison and impact
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/CURRICULUM_LEARNING_MASTERY_MODEL.md,1,1,"Curriculum, Learning, and Mastery Model"
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/CURRICULUM_LEARNING_MASTERY_MODEL.md,3,2,Canonical hierarchy
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/CURRICULUM_LEARNING_MASTERY_MODEL.md,7,2,Lifecycle selection
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/CURRICULUM_LEARNING_MASTERY_MODEL.md,11,2,Mastery state machine
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/CURRICULUM_LEARNING_MASTERY_MODEL.md,27,2,Evidence and failure
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/CURRICULUM_LEARNING_MASTERY_MODEL.md,31,2,Daily queue
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/DATA_OWNERSHIP_AND_LIFECYCLE.md,1,1,Data Ownership and Lifecycle
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/DATA_OWNERSHIP_AND_LIFECYCLE.md,3,2,Lifecycle classes
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/DATA_OWNERSHIP_AND_LIFECYCLE.md,14,2,Transaction boundaries
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/DATA_OWNERSHIP_AND_LIFECYCLE.md,18,2,Restoration and correction
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/DATA_OWNERSHIP_AND_LIFECYCLE.md,22,2,Export and erasure
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/DEPLOYMENT_AND_OPERATIONS_BASELINE.md,1,1,Deployment and Operations Baseline
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/DEPLOYMENT_AND_OPERATIONS_BASELINE.md,3,2,Local-first topology
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/DEPLOYMENT_AND_OPERATIONS_BASELINE.md,9,2,Configuration and secrets
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/DEPLOYMENT_AND_OPERATIONS_BASELINE.md,13,2,Processing and health
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/DEPLOYMENT_AND_OPERATIONS_BASELINE.md,17,2,Backup and restore
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/DEPLOYMENT_AND_OPERATIONS_BASELINE.md,21,2,Observability and maintenance
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ENTERPRISE_SCENARIO_SIMULATION_MODEL.md,1,1,"Enterprise, Scenario, and Simulation Model"
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ENTERPRISE_SCENARIO_SIMULATION_MODEL.md,3,2,Lab-path policy
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ENTERPRISE_SCENARIO_SIMULATION_MODEL.md,7,2,Persistent enterprise catalogs
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ENTERPRISE_SCENARIO_SIMULATION_MODEL.md,11,2,Baseline and run isolation
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ENTERPRISE_SCENARIO_SIMULATION_MODEL.md,22,2,Scenario definition and package
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ENTERPRISE_SCENARIO_SIMULATION_MODEL.md,28,2,Deterministic simulation contract
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/ENTERPRISE_SCENARIO_SIMULATION_MODEL.md,40,2,Safety and evidence
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/FILE_STORAGE_AND_IMPORT_BOUNDARIES.md,1,1,File Storage and Import Boundaries
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/FILE_STORAGE_AND_IMPORT_BOUNDARIES.md,3,2,Storage classes
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/FILE_STORAGE_AND_IMPORT_BOUNDARIES.md,13,2,Import pipeline
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/FILE_STORAGE_AND_IMPORT_BOUNDARIES.md,19,2,Export/import packages
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/FOUNDATION_IMPLEMENTATION_BASELINE.md,1,1,Task 006 foundation implementation baseline
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/FOUNDATION_IMPLEMENTATION_BASELINE.md,5,2,Runtime boundary
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/FOUNDATION_IMPLEMENTATION_BASELINE.md,11,2,Identity and access
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/FOUNDATION_IMPLEMENTATION_BASELINE.md,17,2,Persistence ownership
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/FOUNDATION_IMPLEMENTATION_BASELINE.md,26,2,Platform primitives
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/FOUNDATION_IMPLEMENTATION_BASELINE.md,35,2,Shell
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/FOUNDATION_IMPLEMENTATION_BASELINE.md,39,2,Deployment baseline
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/LOGICAL_DATA_MODEL.md,1,1,Logical Data Model
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/LOGICAL_DATA_MODEL.md,23,2,Identity and audit
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/LOGICAL_DATA_MODEL.md,27,2,Source and publication
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/LOGICAL_DATA_MODEL.md,33,2,Curriculum and learning
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/LOGICAL_DATA_MODEL.md,37,2,Enterprise and simulation
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/LOGICAL_DATA_MODEL.md,41,2,Evidence and Manual AI
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/LOGICAL_DATA_MODEL.md,45,2,Flexible payload boundary
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/MANUAL_AI_BRIDGE_ARCHITECTURE.md,1,1,Manual AI Bridge Architecture
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/MANUAL_AI_BRIDGE_ARCHITECTURE.md,3,2,Binding scope
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/MANUAL_AI_BRIDGE_ARCHITECTURE.md,7,2,Aggregate and status model
CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.1.4_WRITER_B_FINAL_CLOSURE_HARDENED_RESULT.zip::candidate_source/docs/architecture/MANUAL_AI_BRIDGE_ARCHITECTURE.md,17,2,Export
