SECTION_ID,SECTION_NUMBER,SECTION_TITLE,SOURCE_ATOM_ID,REQUIREMENT_ID,ATOMIC_REQUIREMENT,A_CLASSIFICATIONS,A_EXPECTED_OWNER,CONTROLLER_OWNERSHIP_LAYER,REUSABLE_MECHANIC_OR_DOMAIN_OWNER,W03_DISPOSITION,WORK_ADMISSION,ADMITTED_TASK_ID,RATIONALE
W03-PROP-28,28,PACKET / NETWORK INTERACTION,W03-PROP-28-A001,CEP-REQ-W03-28-001,Consider first-class network operations must support the following set where semantically applicable: inspect interface;; packet capture;; protocol summary;; link statistics;; flow history;; connection state;; route view;; ARP/table-like simulated views;; firewall policy effect;; connectivity testing..,DOMAIN_ADAPTER;FAMILY_ENGINE_OPERATIONAL;ACTION_AVAILABILITY;STATE_OWNERSHIP,RuntimeAdapter,OPERATIONAL_FAMILY,OperationalSurfaceManager + RuntimeAdapter network-tool capability contract,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-004,Packet/protocol/route/flow/policy/connectivity tools are Operational surfaces/actions gated by provider capability. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-29,29,RESULTS SURFACE,W03-PROP-29-A000,CEP-REQ-W03-29-000,"Results must be an analytical continuation of the exact Run identity with summary, replay, AAR, compare and evidence-candidate handoff—not a metric-card dashboard.",FAMILY_ENGINE_ANALYTICAL;DOMAIN_ADAPTER;STATE_OWNERSHIP,AnalyticalWorkbenchCore,ANALYTICAL_FAMILY,AnalyticalCompare contract,EXTRACT_REUSABLE_MECHANIC,DEFER_TO_FAMILY_BUILD,,"Strong future family boundary, not required for current v0.2.1 implementation."
W03-PROP-29,29,RESULTS SURFACE,W03-PROP-29-A001,CEP-REQ-W03-29-001,Results preserves exact Run identity as the root of replay/AAR/compare/evidence candidate projections.,FAMILY_ENGINE_ANALYTICAL;DOMAIN_ADAPTER;STATE_OWNERSHIP,AnalyticalWorkbenchCore,ANALYTICAL_FAMILY,AnalyticalCompare contract,EXTRACT_REUSABLE_MECHANIC,DEFER_TO_FAMILY_BUILD,,"Strong future family boundary, not required for current v0.2.1 implementation."
W03-PROP-30,30,REPLAY EXPERIENCE,W03-PROP-30-A000,CEP-REQ-W03-30-000,Replay must navigate recorded Run history across timeline/topology/events/device-state/artifacts and never mutate history.,FAMILY_ENGINE_ANALYTICAL;STATE_OWNERSHIP,AnalyticalWorkbenchCore,REVIEW_AUDIT_FAMILY,future ReplayContextManager + recorded RuntimeAdapter projections,EXTRACT_REUSABLE_MECHANIC,DEFER_HIGH_VALUE,,Replay navigation over immutable Run history is Review/Audit historical-context ownership. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-30,30,REPLAY EXPERIENCE,W03-PROP-30-A001,CEP-REQ-W03-30-001,Selecting timeline point must support the following set where semantically applicable: highlight relevant devices;; show historical state;; update event context;; allow historical terminal/tool output where preserved;; expose artifacts/snapshots..,FAMILY_ENGINE_ANALYTICAL;STATE_OWNERSHIP,AnalyticalWorkbenchCore,REVIEW_AUDIT_FAMILY,future ReplayContextManager + historical context projections,EXTRACT_REUSABLE_MECHANIC,DEFER_HIGH_VALUE,,Timeline-point historical state synchronization belongs to replay/review context. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-30,30,REPLAY EXPERIENCE,W03-PROP-30-A002,CEP-REQ-W03-30-002,Timeline selection should synchronize historical device/link/service/event/tool context without enabling live mutation.,FAMILY_ENGINE_ANALYTICAL;STATE_OWNERSHIP,AnalyticalWorkbenchCore,REVIEW_AUDIT_FAMILY,future ReplayContextManager + ActionAvailabilityCore read-only policy,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-004,Historical selection/context synchronization with live-mutation denial is replay/review policy. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-31,31,REPLAY TOOL MODE,W03-PROP-31-A000,CEP-REQ-W03-31-000,Operational surfaces opened during Replay must clearly become recorded read-only historical viewers rather than live execution surfaces.,FAMILY_ENGINE_ANALYTICAL;FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP;ACTION_AVAILABILITY,AnalyticalWorkbenchCore,OPERATIONAL_FAMILY,OperationalSurfaceManager / TerminalSurface / RuntimeAdapter / OperationalSessionModel,EXTRACT_REUSABLE_MECHANIC,DEFER_HIGH_VALUE,,Operational mechanic is reusable; only provider-neutral/runtime-causal subset is current bounded work.
W03-PROP-31,31,REPLAY TOOL MODE,W03-PROP-31-A001,CEP-REQ-W03-31-001,Results/Replay has no live shell execution route; preserved terminal/tool output is RECORDED_READ_ONLY.,FAMILY_ENGINE_ANALYTICAL;FAMILY_ENGINE_OPERATIONAL;STATE_OWNERSHIP;ACTION_AVAILABILITY,AnalyticalWorkbenchCore,OPERATIONAL_FAMILY,OperationalSurfaceManager / TerminalSurface / RuntimeAdapter / OperationalSessionModel,EXTRACT_REUSABLE_MECHANIC,DEFER_HIGH_VALUE,,Operational mechanic is reusable; only provider-neutral/runtime-causal subset is current bounded work.
W03-PROP-32,32,AFTER-ACTION REVIEW — AAR,W03-PROP-32-A000,CEP-REQ-W03-32-000,AAR annotations/findings/bookmarks/lessons/comments/tags/evidence links are analytical interpretation and must not rewrite historical Run facts.,FAMILY_ENGINE_ANALYTICAL;FAMILY_ENGINE_REVIEW_AUDIT;STATE_OWNERSHIP,ReviewAuditCore,REVIEW_AUDIT_FAMILY,future ReviewAudit family / AARAnnotation contract,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P0,FND-RSM-P0-003,AAR annotations/findings/evidence links are Review/Audit semantics; Structured storage may be a reusable subordinate seam. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-32,32,AFTER-ACTION REVIEW — AAR,W03-PROP-32-A001,CEP-REQ-W03-32-001,Support must support the following set where semantically applicable: annotations;; observations;; findings;; bookmarks;; lessons;; event commentary;; device commentary;; timeline notes;; tags;; linked evidence candidates..,FAMILY_ENGINE_ANALYTICAL;FAMILY_ENGINE_REVIEW_AUDIT;STATE_OWNERSHIP,ReviewAuditCore,REVIEW_AUDIT_FAMILY,future ReviewAudit family / AARAnnotation contract,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P0,FND-RSM-P0-003,The listed annotations/findings/bookmarks/evidence links are AAR/Review domain semantics. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-32,32,AFTER-ACTION REVIEW — AAR,W03-PROP-32-A002,CEP-REQ-W03-32-002,"AAR analytical annotations are append/linked interpretation state, not historical event truth.",FAMILY_ENGINE_ANALYTICAL;FAMILY_ENGINE_REVIEW_AUDIT;STATE_OWNERSHIP,ReviewAuditCore,REVIEW_AUDIT_FAMILY,future ReviewAudit family / AARAnnotation contract,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P0,FND-RSM-P0-003,Append/linked interpretation versus historical fact is a Review/Audit truth-boundary rule. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-33,33,COMPARE RUNS,W03-PROP-33-A000,CEP-REQ-W03-33-000,"Compare Runs must compare exact Run identities across outcomes, timing, events, telemetry, device state, actions, alerts, milestones and artifacts with synchronized timelines where meaningful.",FAMILY_ENGINE_ANALYTICAL;DOMAIN_ADAPTER,AnalyticalWorkbenchCore,ANALYTICAL_FAMILY,AnalyticalCompare contract,EXTRACT_REUSABLE_MECHANIC,DEFER_TO_FAMILY_BUILD,,"Strong future family boundary, not required for current v0.2.1 implementation."
W03-PROP-33,33,COMPARE RUNS,W03-PROP-33-A001,CEP-REQ-W03-33-001,Possible dimensions must support the following set where semantically applicable: outcomes;; task timing;; event sequence;; telemetry;; device state;; user actions;; alerts;; selected timeline milestones;; artifacts..,FAMILY_ENGINE_ANALYTICAL;DOMAIN_ADAPTER;STATE_OWNERSHIP,AnalyticalWorkbenchCore,ANALYTICAL_FAMILY,AnalyticalCompare contract,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Outcome/timing/event/telemetry/device/action/artifact dimensions are Compare Runs analytical dimensions. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-34,34,GLOBAL INSPECTOR SYSTEM,W03-PROP-34-A000,CEP-REQ-W03-34-000,"RIGHT Context/Inspector must resolve to the current selection semantic type, remain relevant, support pinned context where useful, and avoid stale/duplicate inspector ownership.",GLOBAL_FOUNDATION;INTERACTION_GRAMMAR;STATE_OWNERSHIP,ContextEngine,GLOBAL_FOUNDATION,WorkspaceFoundation + PaneLayoutController + ContextInspector,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-005,Global host/presentation only; domain context comes through descriptors.
W03-PROP-34,34,GLOBAL INSPECTOR SYSTEM,W03-PROP-34-A001,CEP-REQ-W03-34-001,"Workspace/View controls change CENTER; Context/Inspector lenses change RIGHT Context, and both use one semantic state/command owner.",GLOBAL_FOUNDATION;INTERACTION_GRAMMAR;STATE_OWNERSHIP;SEMANTIC_COMMAND,ContextEngine,GLOBAL_FOUNDATION,WorkspaceFoundation + PaneLayoutController + ContextInspector,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-005,Global host/presentation only; domain context comes through descriptors.
W03-PROP-35,35,COMMAND PALETTE,W03-PROP-35-A000,CEP-REQ-W03-35-000,"Command Palette and other routes must converge on one semantic command registry for workspace, operational, layout, replay and domain actions.",GLOBAL_FOUNDATION;SEMANTIC_COMMAND;ACTION_AVAILABILITY,SemanticCommandCore,GLOBAL_FOUNDATION,SemanticCommandRegistry + ActionSurfaceRegistry,EXTRACT_REUSABLE_MECHANIC,DEFER_TO_FAMILY_BUILD,,Command Palette route convergence belongs to shared SemanticCommand/action routing. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-36,36,KEYBOARD SYSTEM,W03-PROP-36-A000,CEP-REQ-W03-36-000,"W03 must expose keyboard routes for all critical navigation, selection, spatial, operational, layout, search, inspect and Run controls.",GLOBAL_FOUNDATION;INTERACTION_GRAMMAR;ACCESSIBILITY,ConformanceHarness,GLOBAL_FOUNDATION,SemanticCommandRegistry + Keymap/Focus navigation contract,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-007,"Keyboard routes spanning spatial, operational, layout, search, inspect and Run controls are global command/keymap ownership. Work admission and atom identity preserved; no implementation expansion."
W03-PROP-36,36,KEYBOARD SYSTEM,W03-PROP-36-A001,CEP-REQ-W03-36-001,Provide keyboard paths for must support the following set where semantically applicable: navigate devices;; select device;; multi-select;; focus canvas;; move device;; open device;; open terminal;; context actions;; open command palette;; switch sessions;; switch tabs;; switch panes;; resize pane;; move floating window;; resize floating window;; dock/undock;; close;; restore;; search;; fit;; zoom;; inspect;; start/pause Run..,GLOBAL_FOUNDATION;INTERACTION_GRAMMAR;ACCESSIBILITY;SEMANTIC_COMMAND,ConformanceHarness,GLOBAL_FOUNDATION,SemanticCommandRegistry + ActionSurfaceRegistry + FocusAndDismissal,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P0,FND-RSM-P0-003,Cross-family keyboard command routes belong to shared command/focus/action routing; domain commands remain adapter-owned. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-37,37,POINTER / MOUSE SYSTEM,W03-PROP-37-A000,CEP-REQ-W03-37-000,Critical pointer interactions must have keyboard equivalents; pointer grammar should be explicit for click/double-click/context/drag/marquee/connect/resize/dock/snap/wheel/pan.,GLOBAL_FOUNDATION;INTERACTION_GRAMMAR;ACCESSIBILITY,SpatialInteractionCore,GLOBAL_FOUNDATION,PointerContextLifecycle + ActionSurfaceRegistry + family adapters,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-007,Cross-family pointer grammar and keyboard equivalence are shared interaction-route rules. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-37,37,POINTER / MOUSE SYSTEM,W03-PROP-37-A001,CEP-REQ-W03-37-001,Plain RMB opens Context while pan/marquee/object-move routes must remain collision-safe and scope-aware.,GLOBAL_FOUNDATION;INTERACTION_GRAMMAR;ACCESSIBILITY,SpatialInteractionCore,GLOBAL_FOUNDATION,PointerContextLifecycle + Context Action Surface,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-007,Plain RMB versus pan/marquee/move collision handling is a shared context/pointer lifecycle concern. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-38,38,ACCESSIBILITY — FIRST-CLASS,W03-PROP-38-A000,CEP-REQ-W03-38-000,"Accessibility must support keyboard-only operation, screen readers, deterministic focus/region navigation, visible focus, contrast/reduced motion/zoom/status announcements, accessible terminal and a non-spatial topology representation.",GLOBAL_FOUNDATION;ACCESSIBILITY;FAMILY_ENGINE_SPATIAL,AccessibleSpatialNavigator,GLOBAL_FOUNDATION,Workspace accessibility + FocusAndDismissal + family adapters,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-007,Cross-workbench accessibility spans Foundation with family-specific adapters; it is not solely Spatial ownership. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-38,38,ACCESSIBILITY — FIRST-CLASS,W03-PROP-38-A001,CEP-REQ-W03-38-001,Design for must support the following set where semantically applicable: keyboard-only operation;; screen readers;; focus visibility;; logical tab order;; region navigation;; focus return;; no focus loss under floating surfaces;; high contrast;; reduced motion;; zoom;; color-independent statuses;; status announcements;; accessible modal behavior;; accessible terminal;; accessible canvas alternative..,GLOBAL_FOUNDATION;ACCESSIBILITY;FAMILY_ENGINE_SPATIAL,AccessibleSpatialNavigator,GLOBAL_FOUNDATION,Workspace accessibility + FocusAndDismissal + family adapters,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-007,Global keyboard/screen-reader/focus/contrast/modal requirements are shared accessibility ownership. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-39,39,TERMINAL ACCESSIBILITY,W03-PROP-39-A000,CEP-REQ-W03-39-000,"Terminal accessibility requires an accessible buffer, screen-reader navigation, command/output distinction, connection announcements, no keyboard traps, configurable Tab behavior, visible focus, contrast and text scaling.",FAMILY_ENGINE_OPERATIONAL;ACCESSIBILITY,TerminalSessionManager,OPERATIONAL_FAMILY,TerminalSurface accessibility contract,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-007,Terminal buffer/screen-reader/command-output/connection accessibility is Terminal-specific. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-39,39,TERMINAL ACCESSIBILITY,W03-PROP-39-A001,CEP-REQ-W03-39-001,Provide must support the following set where semantically applicable: accessible terminal buffer;; screen-reader mode;; command/output navigation;; copy output;; jump to previous command;; jump to next command;; announce connection state;; distinguish input/output;; avoid keyboard traps;; configurable Tab-key behavior;; visible focus;; high contrast;; text scaling..,FAMILY_ENGINE_OPERATIONAL;ACCESSIBILITY;SEMANTIC_COMMAND;STATE_OWNERSHIP,TerminalSessionManager,OPERATIONAL_FAMILY,TerminalSurface accessibility contract,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-007,Terminal-specific accessible buffer/navigation/Tab/connection announcements belong to Operational/Terminal family. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-40,40,RTL / BIDI,W03-PROP-40-A000,CEP-REQ-W03-40-000,"Localization must separate RTL/LTR presentation from technical-token sequence; commands, output, addresses, paths, hashes, IDs, hostnames, interfaces, protocols and logs require LTR-safe isolation inside mixed-language UI.",GLOBAL_FOUNDATION;BIDI_LOCALIZATION;PREFERENCE;ACCESSIBILITY,LocalizationBidiCore,GLOBAL_FOUNDATION,BidiLocalizationPreferences,PRESERVE_AND_IMPROVE,PRESENT_NEEDS_BETTER_TEST,FND-RSM-P1-009,Language/direction independence is global preference/conformance law.
W03-PROP-40,40,RTL / BIDI,W03-PROP-40-A001,CEP-REQ-W03-40-001,"UI locale, chrome direction, natural-text direction, alignment, technical-token isolation and terminal/code direction are independent axes.",GLOBAL_FOUNDATION;BIDI_LOCALIZATION;PREFERENCE;ACCESSIBILITY,LocalizationBidiCore,GLOBAL_FOUNDATION,BidiLocalizationPreferences + TerminalSurface direction adapter,PRESERVE_AND_IMPROVE,PRESENT_NEEDS_BETTER_TEST,FND-RSM-P1-009,Locale/chrome/natural-text/technical-token axes are global; terminal direction is a bounded family adapter. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-41,41,EXTREME CUSTOMIZATION,W03-PROP-41-A000,CEP-REQ-W03-41-000,"Workspace customization must cover meaningful pane, toolbar, operational-surface, layout, terminal, keymap, density, grid/snap/minimap/link, animation/theme/high-contrast preferences while preserving safety and recoverability.",GLOBAL_FOUNDATION;PREFERENCE;LAYOUT_PRIMITIVE,GlobalPreferenceCore,GLOBAL_FOUNDATION,ScopedPreferences + PaneLayoutController + family preference adapters,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-005,Customization is global preference governance with family adapters; no single Operational owner. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-41,41,EXTREME CUSTOMIZATION,W03-PROP-41-A001,CEP-REQ-W03-41-001,Allow customization of must support the following set where semantically applicable: left pane location;; right pane location;; bottom panel location;; widths;; heights;; hidden/visible regions;; terminal placement;; session shelf location;; floating surface size;; floating surface position;; preferred dock target;; split layouts;; tab ordering;; toolbar buttons;; icon density;; label density;; topology grid;; snapping;; minimap;; link detail;; inspector behavior;; terminal font;; terminal theme;; keybindings;; double-click action;; animation level;; display density;; themes;; high contrast..,GLOBAL_FOUNDATION;PREFERENCE;LAYOUT_PRIMITIVE;ACCESSIBILITY,GlobalPreferenceCore,GLOBAL_FOUNDATION,ScopedPreferences + PaneLayoutController + family preference adapters,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-005,Mixed workspace/terminal/spatial settings are governed by global scoped preferences and delegated adapters. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-42,42,LAYOUT PROFILES,W03-PROP-42-A000,CEP-REQ-W03-42-000,"Layout profiles must be saveable/duplicable/resettable and optionally import/exportable examples, not mandatory fixed presets.",GLOBAL_FOUNDATION;PREFERENCE;LAYOUT_PRIMITIVE,PaneAndLayoutEngine,GLOBAL_FOUNDATION,future LayoutProfileManager over PaneLayoutController/ScopedPreferences,EXTRACT_DOMAIN_VALUE,DEFER_TO_W03_SURFACE_BUILD,,Save/duplicate/reset/import/export layout profiles are shared workspace layout-profile ownership. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-43,43,STATE OWNERSHIP FOR CUSTOMIZATION,W03-PROP-43-A000,CEP-REQ-W03-43-000,"Customization must keep domain state, Run state, user preferences, workspace layout state and transient-window state as separate owners.",GLOBAL_FOUNDATION;STATE_OWNERSHIP;PREFERENCE,GlobalPreferenceCore,GLOBAL_FOUNDATION,StateOwnershipRegistry + ScopedPreferences + family/domain owners,EXTRACT_DOMAIN_VALUE,DEFER_TO_W03_SURFACE_BUILD,,Requirement is explicitly about separation of canonical state owners. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-43,43,STATE OWNERSHIP FOR CUSTOMIZATION,W03-PROP-43-A001,CEP-REQ-W03-43-001,"Preferred presentation state, effective responsive state, canonical domain state and transient interaction state must not be conflated.",GLOBAL_FOUNDATION;STATE_OWNERSHIP;PREFERENCE;RESPONSIVE,GlobalPreferenceCore,GLOBAL_FOUNDATION,ResponsiveLayoutState / PreferenceProjection,PRESERVE_AND_IMPROVE,DO_NOW_P1,FND-RSM-P1-005,Preferred and effective layout states must remain distinct.
W03-PROP-44,44,CONTEXT MENUS,W03-PROP-44-A000,CEP-REQ-W03-44-000,Context actions must be capability/mode-sensitive and compact; giant universal menus are forbidden.,GLOBAL_FOUNDATION;ACTION_AVAILABILITY;INTERACTION_GRAMMAR,ActionAvailabilityCore,GLOBAL_FOUNDATION,ActionSurfaceRegistry + ActionAvailabilityCore + domain/mode capability predicates,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-005,"Context actions are capability/mode-sensitive shared action-surface mechanics, not responsive layout ownership."
W03-PROP-45,45,EMPTY / FAILURE / DEGRADED STATES,W03-PROP-45-A000,CEP-REQ-W03-45-000,"Empty/failure/degraded states must be explicit and truthful for missing data, unsupported tools, connection/runtime/session/validation/simulation failures and performance degradation; never hide failure with fake output.",GLOBAL_FOUNDATION;STATE_OWNERSHIP;ACTION_AVAILABILITY,EpistemicStateCore,GLOBAL_FOUNDATION,StatusFeedback + capability/failure-state contract,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-004,Truthful empty/failure/degraded semantics span families and must not be tied to Spatial selection actions. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-45,45,EMPTY / FAILURE / DEGRADED STATES,W03-PROP-45-A001,CEP-REQ-W03-45-001,Unavailable/error/stale/unobserved/empty/platform-limited conditions must remain distinguishable from user-hidden/collapsed/filtered preference state.,GLOBAL_FOUNDATION;STATE_OWNERSHIP;ACTION_AVAILABILITY;PREFERENCE,EpistemicStateCore,GLOBAL_FOUNDATION,StatusFeedback + PreferenceProjection,EXTRACT_DOMAIN_VALUE,DEFER_TO_W03_SURFACE_BUILD,,Global truthful status vs user-hidden preference state is Foundation presentation/state ownership. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-46,46,RESPONSIVE DESIGN,W03-PROP-46-A000,CEP-REQ-W03-46-000,Responsive behavior targets desktop first but must intentionally transform medium/narrow layouts through overlay/drawer/tab/snap/compact modes without overwriting preferred state or losing reopen routes.,GLOBAL_FOUNDATION;RESPONSIVE;LAYOUT_PRIMITIVE,ResponsivePresentationCore,GLOBAL_FOUNDATION,ResponsiveLayoutState / PreferenceProjection,PRESERVE_AND_IMPROVE,DO_NOW_P1,FND-RSM-P1-005,Preferred and effective layout states must remain distinct.
W03-PROP-46,46,RESPONSIVE DESIGN,W03-PROP-46-A001,CEP-REQ-W03-46-001,At medium widths must support the following set where semantically applicable: side panes may become overlay;; splits may collapse to tabs;; floating sessions may snap into manageable layouts;; Session Shelf may become compact;; inspector may become drawer..,GLOBAL_FOUNDATION;RESPONSIVE;LAYOUT_PRIMITIVE;PREFERENCE,ResponsivePresentationCore,GLOBAL_FOUNDATION,ResponsiveLayoutState / PreferenceProjection,PRESERVE_AND_IMPROVE,DO_NOW_P1,FND-RSM-P1-005,Preferred and effective layout states must remain distinct.
W03-PROP-46,46,RESPONSIVE DESIGN,W03-PROP-46-A002,CEP-REQ-W03-46-002,Responsive transformation is effective presentation only and must preserve Owner preferred layout for restoration.,GLOBAL_FOUNDATION;RESPONSIVE;LAYOUT_PRIMITIVE;PREFERENCE,ResponsivePresentationCore,GLOBAL_FOUNDATION,ResponsiveLayoutState / PreferenceProjection,PRESERVE_AND_IMPROVE,DO_NOW_P1,FND-RSM-P1-005,Preferred and effective layout states must remain distinct.
W03-PROP-47,47,PERFORMANCE / SCALE,W03-PROP-47-A000,CEP-REQ-W03-47-000,"Large environments require lazy/virtualized/progressive/visibility-aware rendering, bounded buffers, telemetry batching/streaming and selective animation while preserving state integrity.",DESIGN_GUIDANCE_ONLY;FAMILY_ENGINE_SPATIAL;FAMILY_ENGINE_OPERATIONAL,SpatialInteractionCore,GLOBAL_FOUNDATION,Performance/Scale contract + family/domain adapters,EXTRACT_DOMAIN_VALUE,DEFER_TO_W03_SURFACE_BUILD,,"Virtualization, progressive rendering, bounded buffers and batching are cross-family performance policies with adapter-specific implementations. Work admission and atom identity preserved; no implementation expansion."
W03-PROP-48,48,DEVICE RUNTIME ABSTRACTION,W03-PROP-48-A000,CEP-REQ-W03-48-000,Operational UX must depend on a provider-neutral DEVICE_RUNTIME_ADAPTER/RuntimeAdapter so backend runtime technology can change without redesigning W03; v1 may remain InternalSimulation.,FAMILY_ENGINE_OPERATIONAL;DOMAIN_ADAPTER;STATE_OWNERSHIP,RuntimeAdapter,OPERATIONAL_FAMILY,OperationalSurfaceManager / TerminalSurface / RuntimeAdapter / OperationalSessionModel,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-006,Operational mechanic is reusable; only provider-neutral/runtime-causal subset is current bounded work.
W03-PROP-48,48,DEVICE RUNTIME ABSTRACTION,W03-PROP-48-A001,CEP-REQ-W03-48-001,RuntimeAdapter must expose provider capabilities and stable semantic command/session contracts while renderer/window presentation remains provider-neutral.,FAMILY_ENGINE_OPERATIONAL;DOMAIN_ADAPTER;STATE_OWNERSHIP;SEMANTIC_COMMAND,RuntimeAdapter,OPERATIONAL_FAMILY,OperationalSurfaceManager / TerminalSurface / RuntimeAdapter / OperationalSessionModel,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-006,Operational mechanic is reusable; only provider-neutral/runtime-causal subset is current bounded work.
W03-PROP-49,49,FUTURE REAL RUNTIME,W03-PROP-49-A000,CEP-REQ-W03-49-000,Future Container/VM/Remote/Real runtime adapters may replace the backend while preserving the same select→open tool→operate interaction grammar; they are deferred until needed.,FAMILY_ENGINE_OPERATIONAL;DOMAIN_ADAPTER;DESIGN_GUIDANCE_ONLY;OWNER_DECISION_REQUIRED,RuntimeAdapter,OPERATIONAL_FAMILY,OperationalSurfaceManager / TerminalSurface / RuntimeAdapter / OperationalSessionModel,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P1,FND-RSM-P1-006,Operational mechanic is reusable; only provider-neutral/runtime-causal subset is current bounded work.
W03-PROP-50,50,EDUCATIONAL SUPERPOWERS,W03-PROP-50-A000,CEP-REQ-W03-50-000,"W03 educational enhancements should explain causality, telemetry, expected-vs-actual, task guidance/hints, replay decisions, control effects, annotations/AAR/evidence while maintaining professional realism.",DOMAIN_ADAPTER;FAMILY_ENGINE_ANALYTICAL,DomainW03,GLOBAL_FOUNDATION,future GuidanceSupportUI + domain guidance/evidence adapters,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P0,FND-RSM-P0-003,"Educational guidance/explanation is a shared guidance-support seam consuming causal/domain evidence, not Structured document ownership. Work admission and atom identity preserved; no implementation expansion."
W03-PROP-50,50,EDUCATIONAL SUPERPOWERS,W03-PROP-50-A001,CEP-REQ-W03-50-001,Possible capabilities must support the following set where semantically applicable: explain why action caused outcome;; inspect causal chain;; reveal telemetry;; compare expected vs actual;; timeline learning markers;; task guidance;; hints under policy;; replay user decisions;; show security-control effect;; instructor annotations;; AAR;; exact evidence candidates..,DOMAIN_ADAPTER;FAMILY_ENGINE_ANALYTICAL,DomainW03,GLOBAL_FOUNDATION,future GuidanceSupportUI + domain guidance/evidence adapters,EXTRACT_REUSABLE_MECHANIC,DO_NOW_P0,FND-RSM-P0-003,"Hints, causal explanations, expected-vs-actual and evidence guidance belong to the deferred shared guidance-support owner. Work admission and atom identity preserved; no implementation expansion."
W03-PROP-51,51,USE CASES — EXHAUSTIVE COVERAGE,W03-PROP-51-A000,CEP-REQ-W03-51-000,The W03 design and conformance system must cover the complete professional use-case ledger and expand it when additional meaningful cases are found.,CONFORMANCE_TEST,ConformanceHarness,FUTURE_WRITER_INPUT,WriterGovernance / UseCaseCoverageContract,PRESERVE_AS_FUTURE_WRITER_INPUT,PRESENT_NEEDS_BETTER_TEST,FND-RSM-P1-004;FND-RSM-P1-009,Use-case coverage completeness is a future design/Writer conformance obligation. Work admission and atom identity preserved; no implementation expansion.
W03-PROP-51,51,USE CASES — EXHAUSTIVE COVERAGE,W03-PROP-51-A001,CEP-REQ-W03-51-001,"UC-01: Build a network by dragging Router, Switch, Firewall, Server and Endpoint.",CONFORMANCE_TEST,ConformanceHarness,DOMAIN_ADAPTER,EnterpriseTopologyDomainAdapter,EXTRACT_DOMAIN_VALUE,DEFER_TO_SURFACE_BUILD,,Preserve domain value without promoting W03 implementation/design authority.
