decision_id,priority,scope,family,decision,supersedes,status,authority,resolution,evidence,implementation_status,source,future_work_rule,mission_override
OSD-061,P0,PORTFOLIO,DISCOVERY,"Owner examples are minimum evidence, not an exhaustive list. Big Boss must systematically search for analogous states/use cases and improve the doctrine without deleting or weakening direct Owner intent.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-061,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_intent_registry.json,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-062,P0,PORTFOLIO,DISCOVERY,"For each proposed universal rule, test it against modal/persistent/transient/editor/spatial/table/operational/review/configuration archetypes to avoid overgeneralization.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-062,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_intent_registry.json,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-063,P0,PORTFOLIO,DISCOVERY,"Big Boss must actively search current authority/blueprints/product for unnecessary locks, read-only assumptions, single-route interactions, duplicate settings owners and donor regressions, not wait for the Owner to point them out.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-063,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_intent_registry.json,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-064,P0,PORTFOLIO,DISCOVERY,"Big Boss must actively identify strong mechanics in existing donors/production/historical work that should be preserved or generalized, even if they were not mentioned in current Owner examples.",,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER_BIG_BOSS_NORMALIZED,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-064,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_intent_registry.json,ADMIT_NORMATIVE_NEED; DO_NOT_IMPORT_STACK_SPECIFIC_TARGET_PATHS,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-065,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"Product language is configurable, never permanently Arabic-first.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-065,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-066,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,UI language and language pack are separate preferences.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-066,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-067,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Chrome direction can AUTO/LTR/RTL independently of locale.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-067,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-068,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Natural language direction is separate from chrome direction.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-068,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-069,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Alignment START/END/LEFT/RIGHT/CENTER/JUSTIFY is independently applicable.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-069,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-070,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Typography and script fallback are separate from language.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-070,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-071,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Technical tokens retain logical byte/codepoint sequence; canonical metadata has its own edit command.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-071,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-072,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,One global semantic preference owner.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-072,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-073,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Safe default→global→workspace→surface→view/tool→valid content/object→session.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-073,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-074,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Global ownership is not globally forced value.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-074,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-075,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Mixed-script and terminal/code presentation need explicit profiles.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-075,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-076,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Presentation changes never implicitly rewrite canonical content metadata.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-076,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-077,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Many settings entry routes use one preference registry.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-077,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-078,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,UI preferences remain distinct from W05 operational configuration.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-078,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-079,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Context budget is governed; Reader Set first and exact lookup only.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_USER_AND_PHASE_B,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-079,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 O01/owner_supersession_normalized.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-080,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,W02 Library/Editor and Visualize are high-value mechanical donor floors; reuse compatible generic mechanics without importing foreign business/domain truth.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER_SOURCE_LINEAGE,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-080,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/00_OWNER_SUPERSESSION_ADDENDUM__GLOBAL_LANGUAGE_SETTINGS_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-081,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"The W03 world-class proposal is high-value design input, not frozen authority or automatic acceptance.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER_SOURCE_LINEAGE,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-081,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/00_OWNER_SUPERSESSION_ADDENDUM__GLOBAL_LANGUAGE_SETTINGS_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-082,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,W03 may improve beyond its proposal while preserving underlying professional needs and semantic boundaries.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER_SOURCE_LINEAGE,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-082,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/00_OWNER_SUPERSESSION_ADDENDUM__GLOBAL_LANGUAGE_SETTINGS_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-083,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Controller/Writer lineage packets are evidence/reconstruction inputs; recency alone never grants acceptance.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER_SOURCE_LINEAGE,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-083,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/00_OWNER_SUPERSESSION_ADDENDUM__GLOBAL_LANGUAGE_SETTINGS_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-084,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"Context budget is architectural: use decision-complete capsules/indices first and exact raw lookup only for named conflicts, identities or proof gaps.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER_SOURCE_LINEAGE,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-084,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/00_OWNER_SUPERSESSION_ADDENDUM__GLOBAL_LANGUAGE_SETTINGS_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-085,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"For compatible generic workspace/presentation/interaction mechanics, exact Accepted Library v1.2.17 executable donor code is the primary design donor; crosswalks summarize but do not replace donor inspection.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-085,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_ACCEPTED_LIBRARY_INHERITANCE_ADDENDUM_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-086,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Preserve before invent: REUSE_AS_IS > REUSE_VISUALLY_AS_IS > ADAPT_DOMAIN_ONLY > EXTEND_WITHOUT_REPLACING > NEW_DESIGN_ONLY_IF_INCOMPATIBILITY_IS_EXPLICITLY_PROVEN.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-086,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_ACCEPTED_LIBRARY_INHERITANCE_ADDENDUM_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-087,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Cross-surface CEP continuity is required: compatible generic pane/context-menu/transient/settings/responsive/command-discovery/focus grammar remains recognizably Library-lineage while domain content/actions adapt above it.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-087,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_ACCEPTED_LIBRARY_INHERITANCE_ADDENDUM_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-088,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"Across ALL CEP workspaces/surfaces, optional guidance/support UI such as legends, guiding labels, stickers/chips, hints, badges, callouts and helper overlays is not permanent forced chrome.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-088,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_OWNER_GLOBAL_GUIDANCE_ELEMENTS_ADDENDUM_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-089,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,"Eligible guidance UI exposes applicable show/hide, open/close/reopen, move/reposition or dock/anchor, persistence/reset and keyboard-accessible recovery; preferred state remains distinct from responsive effective state.",SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-089,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_OWNER_GLOBAL_GUIDANCE_ELEMENTS_ADDENDUM_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-090,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Guidance customization never hides mandatory safety/security/authority/integrity/legal/error/accessibility truth; split optional guidance from mandatory disclosure when mixed.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-090,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_OWNER_GLOBAL_GUIDANCE_ELEMENTS_ADDENDUM_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
OSD-091,P0/P1_AS_CONTEXT,PORTFOLIO_OR_APPLICABLE_SURFACES,V1_2_OWNER_HARDENING,Applicable spatial default input profile: blank LEFT-drag marquee; object LEFT-drag move; RIGHT-click context; Space+LEFT-drag temporary pan; middle-drag pan; wheel vertical pan/scroll; Shift+wheel horizontal; Ctrl/Cmd+wheel pointer-centered zoom; fit/zoom routes stay keyboard reachable.,SEE_RULE_AND_OWNER_SUPERSESSION_GRAPH,CURRENT_UNLESS_SUPERSEDED_BY_LATER_OWNER_DIRECT,CURRENT_DIRECT_OWNER,ADMIT_UNSUPERSEDED_CONCEPT_ONLY,CEP_CANONICAL_DECISION_SUPERSESSION_REGISTRY_v1.0.csv#OSD-091,DESIGN_REQUIREMENT_NOT_PRODUCT_IMPLEMENTED,Big Boss v1.2 INPUT_EVIDENCE/07_POST_V1_1_OWNER_HARDENING/CEP_BIG_BOSS_OWNER_SHARED_SPATIAL_INPUT_ADDENDUM_v1.0.md,ENFORCE_CONCEPTUALLY; RESOLVE_PHYSICAL_IMPLEMENTATION_IN_NEW_FOUNDATION,All OWNER-20260910 rows take precedence; physical paths/server/auth claims are not target law
