OWNER_REQUIREMENT_ID,SOURCE_DONOR,BLUEPRINT_REQUIREMENT_ID,BLUEPRINT_SELECTOR_FUNCTION_INTERACTION_ID,OWNER_REQUIREMENT_TEXT,SEMANTIC_OWNER,STATE_OWNER,COMMAND_OWNER,PRESENTATION_STYLE_OWNER,SHARED_CORE_OR_DOMAIN_ADAPTER,CURRENT_PRODUCTION_BRANCH,CURRENT_PRODUCTION_SHA,PRODUCTION_FILE,PRODUCTION_COMPONENT_SYMBOL,API_SERVICE_PERSISTENCE_OWNER,ROUTE_DATA_CONTRACT,WRITE_SCOPE,COLLISION_LEGACY_OWNER_NOTES,STATIC_PROOF,SEMANTIC_PROOF,TEST_PROOF,RUNTIME_PROOF,BROWSER_PROOF,VISUAL_PROOF,RESPONSIVE_PROOF,A11Y_PROOF,BIDI_PROOF,MAPPING_STATUS,VERDICT,SEVERITY,DISPOSITION,NOTES
W03-LIB-001,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,W03-LIB-001,script#requirement-reconciliation-ledger :: W03-LIB-001 :: STR-001,Direct exact-candidate closure required by Owner Direct Review 02.,Library hierarchy representation,LibraryHierarchyProjector + route selection,tree navigation/search,LibraryHierarchyTree + LibraryWorkspace LEFT,DOMAIN_ADAPTER,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,app/Modules/Knowledge/Application/Library/LibraryHierarchyProjector.php; resources/js/pages/KnowledgeLearning/components/library/LibraryHierarchyTree.vue; resources/js/workbench/LibraryWorkspace.vue,LibraryHierarchyProjector.project; LibraryHierarchyTree; template #left,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0/P1,PARTIAL,"Missing hierarchy context remains explicit unresolved technical fallback, not fabricated localized title."
W03-LIB-002,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,W03-LIB-002,script#requirement-reconciliation-ledger :: W03-LIB-002 :: CTX-001,Direct exact-candidate closure required by Owner Direct Review 02.,One Library context owner,selected/inspected block projection,context inspect actions,LibraryWorkspace #right via WorkspaceFrame,DOMAIN_ADAPTER,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/LibraryWorkspace.vue; resources/js/workbench/WorkspaceFrame.vue,template #right; selected; inspectedBlockId; contextPanel,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0/P1,PARTIAL,Exact one-owner location exists; full lens host/tabs are incomplete.
W03-LIB-003,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,W03-LIB-003,script#requirement-reconciliation-ledger :: W03-LIB-003 :: TOGGLE-001; DRAG-001; HIST-001,Direct exact-candidate closure required by Owner Direct Review 02.,Toggle/container semantics; Structural movement; Structured history,StructuredDocument + contract; StructuredDocument; StructuredDocument history/cursor,toggle/open/body/indent; block.move; history undo/redo,StructuredEditor; StructuredEditor block rows; StructuredEditor toolbar/keyboard,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/StructuredContentCore.ts; resources/js/workbench/StructuredEditor.vue; app/Modules/Knowledge/Content/LessonContentContract.php,childAdmittingBlockTypes; StructuredDocument.enter/indent/insert; toggle; CHILD_ADMITTING_TYPES; StructuredDocument.move; block-row; StructuredDocument.transact/undo/redo; key,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0/P1,PARTIAL,Pointer drag/reorder/autoscroll/cancel adapter missing.; Logical content restoration exists; caret bookmark restoration is missing.
W03-LIB-004,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,W03-LIB-004,script#requirement-reconciliation-ledger :: W03-LIB-004 :: NEST-001; GUTTER-001; CSS-001,Direct exact-candidate closure required by Owner Direct Review 02.,Block nesting; Block gutter/insertion; Workbench presentation grammar,StructuredDocument; StructuredEditor transient insertion; presentation only,indent/outdent; insertion.open -> block.insert; N/A,StructuredEditor; StructuredEditor block-gutter; workbench.css/app.css,SHARED_CORE; DOMAIN_ADAPTER,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/StructuredContentCore.ts; resources/js/workbench/StructuredEditor.vue; resources/css/workbench.css; resources/css/app.css,StructuredDocument.indent; childAdmittingBlockTypes; block-gutter; openInsertion; insert; workbench layer; legacy-shell scope,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0/P1,PARTIAL,
W03-LIB-005,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,W03-LIB-005,script#requirement-reconciliation-ledger :: W03-LIB-005 :: GUTTER-001; EDITOR-002,Direct exact-candidate closure required by Owner Direct Review 02.,Block gutter/insertion; Structured insertion,StructuredEditor transient insertion; StructuredDocument,insertion.open -> block.insert; block.insert / insertion.open,StructuredEditor block-gutter; StructuredEditor,DOMAIN_ADAPTER; SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/StructuredEditor.vue; resources/js/shared/StructuredContentCore.ts,block-gutter; openInsertion; insert; StructuredDocument.insert,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0/P1,PARTIAL,
W03-LIB-006,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,W03-LIB-006,script#requirement-reconciliation-ledger :: W03-LIB-006 :: GUTTER-001; MENU-001,Direct exact-candidate closure required by Owner Direct Review 02.,Block gutter/insertion; Block command surface,StructuredEditor transient insertion; StructuredEditor transient target + selection,insertion.open -> block.insert; block.* via StructuredDocument,StructuredEditor block-gutter; StructuredEditor contextmenu surface,DOMAIN_ADAPTER,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/StructuredEditor.vue; resources/js/shared/StructuredContentCore.ts,block-gutter; openInsertion; insert; @contextmenu; document.select; run; StructuredDocument methods,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0/P1,PARTIAL,True grouped BlockContextMenu UI is missing; current semantic destination owner is exact.
W03-LIB-007,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,W03-LIB-007,script#requirement-reconciliation-ledger :: W03-LIB-007 :: MENU-001; NOTE-ADD-001,Direct exact-candidate closure required by Owner Direct Review 02.,Block command surface + Linked Sticky Note creation,StructuredEditor selection + LinkedStickyNoteCore.NoteContextBinding,Existing SemanticCommandCore: block.* + note.new(context=selected block),BlockContextMenu + StickyNoteHost invocation adapter,EXISTING_SHARED_CORE: StructuredContentCore/SemanticCommandCore + NEW_SHARED_NOTE_CORE: LinkedStickyNoteCore,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/StructuredEditor.vue; resources/js/workbench/BlockContextMenu.vue; resources/js/shared/LinkedStickyNoteCore.ts; resources/js/shared/SemanticCommandCore.ts; resources/js/shared/StructuredContentCore.ts; resources/js/workbench/LibraryWorkspace.vue; resources/js/workbench/context.ts; resources/js/workbench/Workbench.vue,StructuredEditor context target; BlockContextMenu; LinkedStickyNoteCore.create; WorkbenchContext.commands,LinkedStickyNoteCore local/browser working-state storage only; durable server Notes API/schema AUTHORITY_GATED; OS always-on-top PLATFORM_GATED,W02 Library route: active object/revision + selected block/selection → immutable NoteContextBinding; no canonical Notes backend route is invented,resources/js/shared/LinkedStickyNoteCore.ts; resources/js/workbench/LibraryNotesLens.vue; resources/js/workbench/StickyNoteHost.vue; resources/js/workbench/StickyNoteEditorSurface.vue; resources/js/workbench/BlockContextMenu.vue; resources/js/workbench/LibraryWorkspace.vue; resources/js/workbench/StructuredEditor.vue; resources/js/workbench/context.ts; resources/js/workbench/Workbench.vue; resources/js/tests/ProductionForgeCore.spec.ts; resources/js/tests/ProductionForgeIntegration.spec.ts,OWNER-ADJ-PROD-NOTES-001: Do not repurpose WorkspaceMemoryCore.note; do not fork StructuredContentCore/StructuredDocument; do not create a second SemanticCommandCore; do not invent durable Notes schema/API; keep W04 Review/Evidence/Mastery separate.,CONTROLLER_PLANNED_DESTINATION_OWNER_RESOLVED; implementation static proof pending,CONTROLLER_ADJUDICATED_OWNER_GRAPH; capability implementation pending,PENDING_BOUNDED_PRODUCTION_IMPLEMENTATION,UNPROVEN,UNPROVEN,UNPROVEN,UNPROVEN,UNPROVEN,UNPROVEN,EXACT_PLANNED_OWNER_CONTROLLER_ADJUDICATED,PARTIAL,P0/P1,PARTIAL,"True grouped BlockContextMenu UI is missing; current semantic destination owner is exact.; Accepted Blueprint names note.new + NoteContextBinding/StickyNoteHost, but current Production has no exact linked-note owner/file/symbol. | Destination ownership resolved by OWNER-ADJ-PROD-NOTES-001. Mapping gate may pass; capability remains unimplemented/partial until bounded Writer execution."
W03-LIB-008,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,W03-LIB-008,script#requirement-reconciliation-ledger :: W03-LIB-008 :: SEL-001; BIDI-002; ACTION-001,Direct exact-candidate closure required by Owner Direct Review 02.,Inline selection semantics; Block direction/alignment; Semantic command availability,StructuredEditor inlineRange + active block; block metadata + global preference; command registry + editor selection,selection formatting/link/reference; StructuredDocument.metadata; SemanticCommandCore + StructuredEditor.run,StructuredEditor; StructuredEditor + Library Context controls; Workbench/StructuredEditor,DOMAIN_ADAPTER; SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/StructuredEditor.vue; resources/js/shared/StructuredContentCore.ts; resources/js/workbench/LibraryWorkspace.vue; resources/js/shared/SemanticCommandCore.ts,inlineRange; wrap; openInline; applyInline; StructuredDocument.metadata; selected.dir/align controls; SemanticCommandCore; run; active,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0/P1,PARTIAL,Captured range helpers exist; selection-adjacent toolbar UI and full actions are incomplete.; Shell registry exists; editor action surfaces are not yet fully converged.
W03-LIB-009,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,W03-LIB-009,script#requirement-reconciliation-ledger :: W03-LIB-009 :: CSS-001; LAYOUT-001; DENSITY-001; QUALITY-001,Direct exact-candidate closure required by Owner Direct Review 02.,Workbench presentation grammar; Document measure presentation; Editor density preference; Writer assurance evidence,presentation only; WorkspaceLayoutCore; GlobalPreferenceCore presentation preference; Review evidence,N/A; layout preference; preference.set; none,workbench.css/app.css; LibraryWorkspace document surface + workbench.css; StructuredEditor/workbench.css; not product-facing,SHARED_CORE; GOVERNANCE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/css/workbench.css; resources/css/app.css; resources/js/shared/WorkspaceLayoutCore.ts; resources/js/workbench/LibraryWorkspace.vue; resources/js/shared/GlobalPreferenceCore.ts; resources/js/workbench/StructuredEditor.vue; CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,workbench layer; legacy-shell scope; WorkspaceLayoutCore; .document-banner/StructuredEditor center surface; GlobalPreferenceCore preference registry; .structured-editor; writer receipts + review ledgers,N/A,W02 Library/Learn workbench; governance/evidence,bounded local candidate only; evidence only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,MISSING,P0/P1,MISSING,Document width presets/custom preference absent; exact workspace layout owner is established.; Density option absent; preference and render owners are already established.
W03-LIB-010,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,W03-LIB-010,script#requirement-reconciliation-ledger :: W03-LIB-010 :: NOTES-001; NOTE-ADD-001,Direct exact-candidate closure required by Owner Direct Review 02.,Linked Sticky Notes system,LinkedStickyNoteCore.NoteWorkingState + NoteContextBinding + StickyNoteWindowState,Existing SemanticCommandCore note.*,LibraryNotesLens + StickyNoteHost + StickyNoteEditorSurface,NEW_SHARED_CORE_OWNER: LinkedStickyNoteCore + existing StructuredContentCore/SemanticCommandCore,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/LinkedStickyNoteCore.ts; resources/js/workbench/LibraryNotesLens.vue; resources/js/workbench/StickyNoteHost.vue; resources/js/workbench/StickyNoteEditorSurface.vue; resources/js/workbench/LibraryWorkspace.vue; resources/js/shared/StructuredContentCore.ts; resources/js/shared/SemanticCommandCore.ts; resources/js/workbench/context.ts; resources/js/workbench/Workbench.vue,LinkedStickyNoteCore + Library note presentation adapters,LinkedStickyNoteCore local/browser working-state storage only; durable server Notes API/schema AUTHORITY_GATED; OS always-on-top PLATFORM_GATED,W02 Library route: active object/revision + selected block/selection → immutable NoteContextBinding; no canonical Notes backend route is invented,resources/js/shared/LinkedStickyNoteCore.ts; resources/js/workbench/LibraryNotesLens.vue; resources/js/workbench/StickyNoteHost.vue; resources/js/workbench/StickyNoteEditorSurface.vue; resources/js/workbench/BlockContextMenu.vue; resources/js/workbench/LibraryWorkspace.vue; resources/js/workbench/StructuredEditor.vue; resources/js/workbench/context.ts; resources/js/workbench/Workbench.vue; resources/js/tests/ProductionForgeCore.spec.ts; resources/js/tests/ProductionForgeIntegration.spec.ts,OWNER-ADJ-PROD-NOTES-001: Do not repurpose WorkspaceMemoryCore.note; do not fork StructuredContentCore/StructuredDocument; do not create a second SemanticCommandCore; do not invent durable Notes schema/API; keep W04 Review/Evidence/Mastery separate.,CONTROLLER_PLANNED_DESTINATION_OWNER_RESOLVED; implementation static proof pending,CONTROLLER_ADJUDICATED_OWNER_GRAPH; capability implementation pending,PENDING_BOUNDED_PRODUCTION_IMPLEMENTATION,UNPROVEN,UNPROVEN,UNPROVEN,UNPROVEN,UNPROVEN,UNPROVEN,EXACT_PLANNED_OWNER_CONTROLLER_ADJUDICATED,MISSING,P0/P1,MISSING,"Current note owner is a different local revision annotation; exact new destination architecture is not adjudicated.; Accepted Blueprint names note.new + NoteContextBinding/StickyNoteHost, but current Production has no exact linked-note owner/file/symbol. | Destination ownership resolved by OWNER-ADJ-PROD-NOTES-001. Mapping gate may pass; capability remains unimplemented/partial until bounded Writer execution."
W03-LIB-011,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,W03-LIB-011,script#requirement-reconciliation-ledger :: W03-LIB-011 :: PRESERVE-001; VALUE-001,Direct exact-candidate closure required by Owner Direct Review 02.,Value preservation evidence; Value recovery evidence,Review evidence,none,not product-facing,GOVERNANCE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,CEP_W01_W02_ASTRA1_DEEP_CORRECTION_AUDIT_v1.0.md; CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,audit + requirement reconciliation; value recovery ledger,N/A,governance/evidence,evidence only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,NOT_APPLICABLE_JUSTIFIED,P0/P1,NOT_APPLICABLE_JUSTIFIED,
